,Chapter ID,Place ID,Character ID,Dialogue,tokens,Character Name,Gender,House,pos_tags,entities_people,all_entities_nltk,all_entities_spacy,chunks
10,1,8,7,"Albus, do you really think it's safe, leaving him with these people? I've watched them all day. They're the worst sort of Muggles imaginable. They really are...","['Albus', 'really', 'think', ""'s"", 'safe', 'leaving', 'people', ""'ve"", 'watched', 'day', ""'re"", 'worst', 'sort', 'Muggles', 'imaginable', 'really', '...']",Minerva McGonagall,Female,Gryffindor,"[('Albus', 'NNP'), ('really', 'RB'), ('think', 'VBP'), (""'s"", 'POS'), ('safe', 'JJ'), ('leaving', 'VBG'), ('people', 'NNS'), (""'ve"", 'VBP'), ('watched', 'VBN'), ('day', 'NN'), (""'re"", 'VBP'), ('worst', 'JJS'), ('sort', 'NN'), ('Muggles', 'NNP'), ('imaginable', 'JJ'), ('really', 'RB'), ('...', ':')]","[Tree('PERSON', [('Albus', 'NNP')]), Tree('PERSON', [('Muggles', 'NNP')])]","[Tree('PERSON', [('Albus', 'NNP')]), Tree('PERSON', [('Muggles', 'NNP')])]","[Albus, all day]","(S
  (PERSON Albus/NNP)
  really/RB
  think/VBP
  's/POS
  safe/JJ
  leaving/VBG
  people/NNS
  've/VBP
  watched/VBN
  day/NN
  're/VBP
  worst/JJS
  sort/NN
  (PERSON Muggles/NNP)
  imaginable/JJ
  really/RB
  .../:)"
11,1,8,4,The only family he has.,['family'],Albus Dumbledore,Male,Gryffindor,"[('family', 'NN')]",[],[],[],(S family/NN)
12,1,8,7,This boy will be famous. There won't be a child in our world who doesn't know his name.,"['boy', 'famous', 'wo', ""n't"", 'child', 'world', ""n't"", 'know', 'name']",Minerva McGonagall,Female,Gryffindor,"[('boy', 'RB'), ('famous', 'JJ'), ('wo', 'MD'), (""n't"", 'RB'), ('child', 'VB'), ('world', 'NN'), (""n't"", 'RB'), ('know', 'VB'), ('name', 'NN')]",[],[],[],"(S
  boy/RB
  famous/JJ
  wo/MD
  n't/RB
  child/VB
  world/NN
  n't/RB
  know/VB
  name/NN)"
13,1,8,4,Exactly. He's better off growing up away from all that. Until he is ready.,"['Exactly', ""'s"", 'better', 'growing', 'away', 'ready']",Albus Dumbledore,Male,Gryffindor,"[('Exactly', 'RB'), (""'s"", 'POS'), ('better', 'RBR'), ('growing', 'VBG'), ('away', 'RB'), ('ready', 'JJ')]",[],[],[],(S Exactly/RB 's/POS better/RBR growing/VBG away/RB ready/JJ)
14,1,8,4,"There, there, Hagrid. It's not really goodbye, after all.","['Hagrid', ""'s"", 'really', 'goodbye']",Albus Dumbledore,Male,Gryffindor,"[('Hagrid', 'NNP'), (""'s"", 'POS'), ('really', 'RB'), ('goodbye', 'JJ')]",[],"[Tree('GPE', [('Hagrid', 'NNP')])]",[Hagrid],(S (GPE Hagrid/NNP) 's/POS really/RB goodbye/JJ)
15,1,8,4,Good luck...Harry Potter.,"['Good', 'luck', '...', 'Harry', 'Potter']",Albus Dumbledore,Male,Gryffindor,"[('Good', 'JJ'), ('luck', 'NN'), ('...', ':'), ('Harry', 'NNP'), ('Potter', 'NNP')]","[Tree('PERSON', [('Harry', 'NNP'), ('Potter', 'NNP')])]","[Tree('GPE', [('Good', 'JJ')]), Tree('PERSON', [('Harry', 'NNP'), ('Potter', 'NNP')])]",[Harry Potter],(S (GPE Good/JJ) luck/NN .../: (PERSON Harry/NNP Potter/NNP))
16,2,8,32,Up. Get up.  Now!,['Get'],Petunia Dursley,Female,,"[('Get', 'VB')]",[],[],[],(S Get/VB)
17,2,8,31,"Wake up, cousin! We're going to the zoo!","['Wake', 'cousin', ""'re"", 'going', 'zoo']",Dudley Dursley,Male,,"[('Wake', 'NNP'), ('cousin', 'NN'), (""'re"", 'VBP'), ('going', 'VBG'), ('zoo', 'NN')]",[],"[Tree('GPE', [('Wake', 'NNP')])]",[],(S (GPE Wake/NNP) cousin/NN 're/VBP going/VBG zoo/NN)
18,2,8,32,"Oh, here he comes, the birthday boy!","['Oh', 'comes', 'birthday', 'boy']",Petunia Dursley,Female,,"[('Oh', 'UH'), ('comes', 'VBZ'), ('birthday', 'JJ'), ('boy', 'NN')]",[],[],[],(S Oh/UH comes/VBZ birthday/JJ boy/NN)
19,2,8,21,"Happy birthday, son.","['Happy', 'birthday', 'son']",Vernon Dursley,Male,,"[('Happy', 'JJ'), ('birthday', 'NN'), ('son', 'NN')]",[],"[Tree('GPE', [('Happy', 'JJ')])]",[],(S (GPE Happy/JJ) birthday/NN son/NN)
20,2,8,32,"Why don't you just cook the breakfast, and try not to burn anything.","[""n't"", 'cook', 'breakfast', 'try', 'burn', 'anything']",Petunia Dursley,Female,,"[(""n't"", 'RB'), ('cook', 'VB'), ('breakfast', 'NN'), ('try', 'NN'), ('burn', 'NN'), ('anything', 'NN')]",[],[],[],(S n't/RB cook/VB breakfast/NN try/NN burn/NN anything/NN)
21,2,8,1,"Yes, Aunt Petunia.","['Yes', 'Aunt', 'Petunia']",Harry Potter,Male,Gryffindor,"[('Yes', 'UH'), ('Aunt', 'NNP'), ('Petunia', 'NNP')]","[Tree('PERSON', [('Aunt', 'NNP'), ('Petunia', 'NNP')])]","[Tree('PERSON', [('Aunt', 'NNP'), ('Petunia', 'NNP')])]",[Aunt Petunia],(S Yes/UH (PERSON Aunt/NNP Petunia/NNP))
22,2,8,32,I want everything to be perfect for my Dudley's special day.,"['want', 'everything', 'perfect', 'Dudley', ""'s"", 'special', 'day']",Petunia Dursley,Female,,"[('want', 'NN'), ('everything', 'NN'), ('perfect', 'VBP'), ('Dudley', 'NNP'), (""'s"", 'POS'), ('special', 'JJ'), ('day', 'NN')]","[Tree('PERSON', [('Dudley', 'NNP')])]","[Tree('PERSON', [('Dudley', 'NNP')])]","[Dudley, special day]","(S
  want/NN
  everything/NN
  perfect/VBP
  (PERSON Dudley/NNP)
  's/POS
  special/JJ
  day/NN)"
23,2,8,21,"Hurry up! Bring my coffee, boy!","['Hurry', 'Bring', 'coffee', 'boy']",Vernon Dursley,Male,,"[('Hurry', 'NNP'), ('Bring', 'NNP'), ('coffee', 'NN'), ('boy', 'NN')]","[Tree('PERSON', [('Hurry', 'NNP')])]","[Tree('PERSON', [('Hurry', 'NNP')])]",[Hurry],(S (PERSON Hurry/NNP) Bring/NNP coffee/NN boy/NN)
24,2,8,1,"Yes, Uncle Vernon.","['Yes', 'Uncle', 'Vernon']",Harry Potter,Male,Gryffindor,"[('Yes', 'UH'), ('Uncle', 'NNP'), ('Vernon', 'NNP')]","[Tree('PERSON', [('Uncle', 'NNP'), ('Vernon', 'NNP')])]","[Tree('PERSON', [('Uncle', 'NNP'), ('Vernon', 'NNP')])]",[Uncle Vernon],(S Yes/UH (PERSON Uncle/NNP Vernon/NNP))
25,2,8,32,"Aren't they wonderful, darling?","[""n't"", 'wonderful', 'darling']",Petunia Dursley,Female,,"[(""n't"", 'RB'), ('wonderful', 'JJ'), ('darling', 'VBG')]",[],[],[],(S n't/RB wonderful/JJ darling/VBG)
26,2,8,31,How many are there?,['many'],Dudley Dursley,Male,,"[('many', 'JJ')]",[],[],[],(S many/JJ)
27,2,8,21,Thirty-six. Counted 'em myself.,"['Thirty-six', 'Counted', ""'em""]",Vernon Dursley,Male,,"[('Thirty-six', 'NNP'), ('Counted', 'NNP'), (""'em"", 'POS')]",[],[],[Thirty-six],(S Thirty-six/NNP Counted/NNP 'em/POS)
28,2,8,31,Thirty-six?! But last year last year I had thirty-seven!!,"['Thirty-six', 'last', 'year', 'last', 'year', 'thirty-seven']",Dudley Dursley,Male,,"[('Thirty-six', 'CD'), ('last', 'JJ'), ('year', 'NN'), ('last', 'JJ'), ('year', 'NN'), ('thirty-seven', 'RB')]",[],[],"[Thirty-six, last year last year, thirty-seven]",(S Thirty-six/CD last/JJ year/NN last/JJ year/NN thirty-seven/RB)
29,2,8,21,"Err yes, well, some of them are quite a bit bigger than last year.","['Err', 'yes', 'well', 'quite', 'bit', 'bigger', 'last', 'year']",Vernon Dursley,Male,,"[('Err', 'NNP'), ('yes', 'RB'), ('well', 'RB'), ('quite', 'RB'), ('bit', 'NN'), ('bigger', 'JJR'), ('last', 'JJ'), ('year', 'NN')]",[],[],"[Err, last year]",(S Err/NNP yes/RB well/RB quite/RB bit/NN bigger/JJR last/JJ year/NN)
30,2,8,31,I don't care how big they are!,"[""n't"", 'care', 'big']",Dudley Dursley,Male,,"[(""n't"", 'RB'), ('care', 'VB'), ('big', 'JJ')]",[],[],[],(S n't/RB care/VB big/JJ)
31,2,8,32,"Oh, now, now, now. This is what we're going to do, is that when we go out, we're going to buy you two new presents! How's that, pumpkin?","['Oh', ""'re"", 'going', 'go', ""'re"", 'going', 'buy', 'two', 'new', 'presents', ""'s"", 'pumpkin']",Petunia Dursley,Female,,"[('Oh', 'UH'), (""'re"", 'VBP'), ('going', 'VBG'), ('go', 'VB'), (""'re"", 'VBP'), ('going', 'VBG'), ('buy', 'VB'), ('two', 'CD'), ('new', 'JJ'), ('presents', 'NNS'), (""'s"", 'POS'), ('pumpkin', 'NN')]",[],[],[two],"(S
  Oh/UH
  're/VBP
  going/VBG
  go/VB
  're/VBP
  going/VBG
  buy/VB
  two/CD
  new/JJ
  presents/NNS
  's/POS
  pumpkin/NN)"
32,2,8,32,This will be a lovely day at the zoo. I'm really looking forward to it.,"['lovely', 'day', 'zoo', ""'m"", 'really', 'looking', 'forward']",Petunia Dursley,Female,,"[('lovely', 'RB'), ('day', 'NN'), ('zoo', 'NNP'), (""'m"", 'VBP'), ('really', 'RB'), ('looking', 'VBG'), ('forward', 'NN')]",[],[],[a lovely day],(S lovely/RB day/NN zoo/NNP 'm/VBP really/RB looking/VBG forward/NN)
33,2,8,21,"I'm warning you now, boy. Any funny business, any at all, and you won't have any meals for a week. Get in.","[""'m"", 'warning', 'boy', 'funny', 'business', 'wo', ""n't"", 'meals', 'week', 'Get']",Vernon Dursley,Male,,"[(""'m"", 'VBP'), ('warning', 'VBG'), ('boy', 'NN'), ('funny', 'JJ'), ('business', 'NN'), ('wo', 'MD'), (""n't"", 'RB'), ('meals', 'VB'), ('week', 'NN'), ('Get', 'NNP')]",[],[],[a week],"(S
  'm/VBP
  warning/VBG
  boy/NN
  funny/JJ
  business/NN
  wo/MD
  n't/RB
  meals/VB
  week/NN
  Get/NNP)"
34,2,8,31,Make it move.,"['Make', 'move']",Dudley Dursley,Male,,"[('Make', 'NNP'), ('move', 'NN')]",[],"[Tree('GPE', [('Make', 'NNP')])]",[],(S (GPE Make/NNP) move/NN)
35,2,8,21,Move!,['Move'],Vernon Dursley,Male,,"[('Move', 'NN')]",[],"[Tree('GPE', [('Move', 'NN')])]",[],(S (GPE Move/NN))
36,2,8,31,MOVE!,['MOVE'],Dudley Dursley,Male,,"[('MOVE', 'NN')]",[],"[Tree('ORGANIZATION', [('MOVE', 'NN')])]",[],(S (ORGANIZATION MOVE/NN))
37,2,8,1,He's asleep!,"[""'s"", 'asleep']",Harry Potter,Male,Gryffindor,"[(""'s"", 'POS'), ('asleep', 'NN')]",[],[],[],(S 's/POS asleep/NN)
38,2,8,31,He's boring.,"[""'s"", 'boring']",Dudley Dursley,Male,,"[(""'s"", 'POS'), ('boring', 'NN')]",[],[],[],(S 's/POS boring/NN)
39,2,8,1,"Sorry about him. He doesn't understand what it's like, lying there day after day, having people press their ugly faces in on you.  Can you...hear me?  It's just...I've never talked to a snake before. Do you...I mean...do you talk to people often?  You're from Burma, aren't you? Was it nice there, do you miss your family?  I see. That's me as well. I never knew my parents, either.","['Sorry', ""n't"", 'understand', ""'s"", 'like', 'lying', 'day', 'day', 'people', 'press', 'ugly', 'faces', '...', 'hear', ""'s"", '...', ""'ve"", 'never', 'talked', 'snake', '...', 'mean', '...', 'talk', 'people', 'often', ""'re"", 'Burma', ""n't"", 'nice', 'miss', 'family', 'see', ""'s"", 'well', 'never', 'knew', 'parents', 'either']",Harry Potter,Male,Gryffindor,"[('Sorry', 'NNP'), (""n't"", 'RB'), ('understand', 'VB'), (""'s"", 'POS'), ('like', 'IN'), ('lying', 'VBG'), ('day', 'NN'), ('day', 'NN'), ('people', 'NNS'), ('press', 'VBP'), ('ugly', 'RB'), ('faces', 'VBZ'), ('...', ':'), ('hear', 'NN'), (""'s"", 'POS'), ('...', ':'), (""'ve"", 'VBP'), ('never', 'RB'), ('talked', 'VBN'), ('snake', 'NN'), ('...', ':'), ('mean', 'NN'), ('...', ':'), ('talk', 'NN'), ('people', 'NNS'), ('often', 'RB'), (""'re"", 'VBP'), ('Burma', 'NNP'), (""n't"", 'RB'), ('nice', 'JJ'), ('miss', 'JJ'), ('family', 'NN'), ('see', 'NN'), (""'s"", 'POS'), ('well', 'RB'), ('never', 'RB'), ('knew', 'VBD'), ('parents', 'NNS'), ('either', 'CC')]","[Tree('PERSON', [('Sorry', 'NNP')]), Tree('PERSON', [('Burma', 'NNP')])]","[Tree('PERSON', [('Sorry', 'NNP')]), Tree('PERSON', [('Burma', 'NNP')])]",[Burma],"(S
  (PERSON Sorry/NNP)
  n't/RB
  understand/VB
  's/POS
  like/IN
  lying/VBG
  day/NN
  day/NN
  people/NNS
  press/VBP
  ugly/RB
  faces/VBZ
  .../:
  hear/NN
  's/POS
  .../:
  've/VBP
  never/RB
  talked/VBN
  snake/NN
  .../:
  mean/NN
  .../:
  talk/NN
  people/NNS
  often/RB
  're/VBP
  (PERSON Burma/NNP)
  n't/RB
  nice/JJ
  miss/JJ
  family/NN
  see/NN
  's/POS
  well/RB
  never/RB
  knew/VBD
  parents/NNS
  either/CC)"
40,2,8,31,"Mummy, dad, come here! You won't believe what this snake is doing!","['Mummy', 'dad', 'come', 'wo', ""n't"", 'believe', 'snake']",Dudley Dursley,Male,,"[('Mummy', 'NNP'), ('dad', 'VBZ'), ('come', 'VB'), ('wo', 'MD'), (""n't"", 'RB'), ('believe', 'VB'), ('snake', 'VB')]",[],"[Tree('GPE', [('Mummy', 'NNP')])]",[Mummy],(S (GPE Mummy/NNP) dad/VBZ come/VB wo/MD n't/RB believe/VB snake/VB)
41,2,8,31,Whoa! Ahh! Ahh!!,"['Whoa', 'Ahh', 'Ahh']",Dudley Dursley,Male,,"[('Whoa', 'NNP'), ('Ahh', 'NNP'), ('Ahh', 'NNP')]","[Tree('PERSON', [('Whoa', 'NNP')])]","[Tree('PERSON', [('Whoa', 'NNP')]), Tree('ORGANIZATION', [('Ahh', 'NNP'), ('Ahh', 'NNP')])]",[],(S (PERSON Whoa/NNP) (ORGANIZATION Ahh/NNP Ahh/NNP))
42,2,8,161,Thanks.,['Thanks'],Student,,,"[('Thanks', 'NNS')]",[],[],[],(S Thanks/NNS)
43,2,8,1,Anytime.,['Anytime'],Harry Potter,Male,Gryffindor,"[('Anytime', 'RB')]",[],[],[],(S Anytime/RB)
44,2,8,139,SNAKE!,['SNAKE'],Man,,,"[('SNAKE', 'NN')]",[],"[Tree('GPE', [('SNAKE', 'NN')])]",[],(S (GPE SNAKE/NN))
45,2,8,31,"Mum, mummy!","['Mum', 'mummy']",Dudley Dursley,Male,,"[('Mum', 'NNP'), ('mummy', 'NN')]",[],"[Tree('GPE', [('Mum', 'NNP')])]",[mummy],(S (GPE Mum/NNP) mummy/NN)
46,2,8,32,AHH!,['AHH'],Petunia Dursley,Female,,"[('AHH', 'NN')]",[],"[Tree('ORGANIZATION', [('AHH', 'NN')])]",[],(S (ORGANIZATION AHH/NN))
47,2,8,31,"Mum, help! Help me!","['Mum', 'help', 'Help']",Dudley Dursley,Male,,"[('Mum', 'NNP'), ('help', 'NN'), ('Help', 'NNP')]","[Tree('PERSON', [('Help', 'NNP')])]","[Tree('GPE', [('Mum', 'NNP')]), Tree('PERSON', [('Help', 'NNP')])]",[],(S (GPE Mum/NNP) help/NN (PERSON Help/NNP))
48,2,8,32,"My darling boy! How did you get in there?! How did you get in there? Dursley, oh, Dursley!","['darling', 'boy', 'get', 'get', 'Dursley', 'oh', 'Dursley']",Petunia Dursley,Female,,"[('darling', 'VBG'), ('boy', 'NN'), ('get', 'VB'), ('get', 'VB'), ('Dursley', 'NNP'), ('oh', 'UH'), ('Dursley', 'NNP')]","[Tree('PERSON', [('Dursley', 'NNP')]), Tree('PERSON', [('Dursley', 'NNP')])]","[Tree('PERSON', [('Dursley', 'NNP')]), Tree('PERSON', [('Dursley', 'NNP')])]","[Dursley, Dursley]","(S
  darling/VBG
  boy/NN
  get/VB
  get/VB
  (PERSON Dursley/NNP)
  oh/UH
  (PERSON Dursley/NNP))"
49,3,8,32,It's all right. It's all right.,"[""'s"", 'right', ""'s"", 'right']",Petunia Dursley,Female,,"[(""'s"", 'POS'), ('right', 'NN'), (""'s"", 'POS'), ('right', 'NN')]",[],[],[],(S 's/POS right/NN 's/POS right/NN)
50,3,8,1,Ow!,['Ow'],Harry Potter,Male,Gryffindor,"[('Ow', 'NN')]",[],"[Tree('GPE', [('Ow', 'NN')])]",[],(S (GPE Ow/NN))
51,3,8,21,What happened?!,['happened'],Vernon Dursley,Male,,"[('happened', 'VBD')]",[],[],[],(S happened/VBD)
52,3,8,1,"I swear I don't know!  One minute, the glass was there and then it was gone! It was like magic!","['swear', ""n't"", 'know', 'One', 'minute', 'glass', 'gone', 'like', 'magic']",Harry Potter,Male,Gryffindor,"[('swear', 'VBP'), (""n't"", 'RB'), ('know', 'VB'), ('One', 'CD'), ('minute', 'NN'), ('glass', 'NN'), ('gone', 'VBN'), ('like', 'IN'), ('magic', 'NN')]",[],[],[One minute],"(S
  swear/VBP
  n't/RB
  know/VB
  One/CD
  minute/NN
  glass/NN
  gone/VBN
  like/IN
  magic/NN)"
53,3,8,21,There's no such thing as magic!,"[""'s"", 'thing', 'magic']",Vernon Dursley,Male,,"[(""'s"", 'POS'), ('thing', 'NN'), ('magic', 'NN')]",[],[],[],(S 's/POS thing/NN magic/NN)
54,3,8,32,"Awww, smile.  Vernon, just look at him. I can't believe it. In just a week you'll be off to Smeltings.","['Awww', 'smile', 'Vernon', 'look', 'ca', ""n't"", 'believe', 'week', ""'ll"", 'Smeltings']",Petunia Dursley,Female,,"[('Awww', 'NNP'), ('smile', 'NN'), ('Vernon', 'NNP'), ('look', 'NN'), ('ca', 'MD'), (""n't"", 'RB'), ('believe', 'VB'), ('week', 'NN'), (""'ll"", 'MD'), ('Smeltings', 'VB')]","[Tree('PERSON', [('Vernon', 'NNP')])]","[Tree('GPE', [('Awww', 'NNP')]), Tree('PERSON', [('Vernon', 'NNP')])]","[Awww, Vernon, just a week, Smeltings]","(S
  (GPE Awww/NNP)
  smile/NN
  (PERSON Vernon/NNP)
  look/NN
  ca/MD
  n't/RB
  believe/VB
  week/NN
  'll/MD
  Smeltings/VB)"
55,3,8,21,Caveat Smeltona. Proudest moment of my life.,"['Caveat', 'Smeltona', 'Proudest', 'moment', 'life']",Vernon Dursley,Male,,"[('Caveat', 'NNP'), ('Smeltona', 'NNP'), ('Proudest', 'NNP'), ('moment', 'NN'), ('life', 'NN')]","[Tree('PERSON', [('Caveat', 'NNP')]), Tree('PERSON', [('Smeltona', 'NNP'), ('Proudest', 'NNP')])]","[Tree('PERSON', [('Caveat', 'NNP')]), Tree('PERSON', [('Smeltona', 'NNP'), ('Proudest', 'NNP')])]",[Caveat Smeltona],"(S
  (PERSON Caveat/NNP)
  (PERSON Smeltona/NNP Proudest/NNP)
  moment/NN
  life/NN)"
56,3,8,1,"Will I have to wear that, too?",['wear'],Harry Potter,Male,Gryffindor,"[('wear', 'NN')]",[],[],[],(S wear/NN)
57,3,8,32,"What, you? Go to Smeltings?","['Go', 'Smeltings']",Petunia Dursley,Female,,"[('Go', 'NNP'), ('Smeltings', 'NNP')]",[],[],[Smeltings],(S Go/NNP Smeltings/NNP)
58,3,8,21,Ha!,['Ha'],Vernon Dursley,Male,,"[('Ha', 'NN')]",[],"[Tree('GPE', [('Ha', 'NN')])]",[],(S (GPE Ha/NN))
59,3,8,32,"Oh, don't be so stupid, you're going to the state school where you belong.  And this is what you're gonna be wearing when I've finished dyeing it.","['Oh', ""n't"", 'stupid', ""'re"", 'going', 'state', 'school', 'belong', ""'re"", 'gon', 'na', 'wearing', ""'ve"", 'finished', 'dyeing']",Petunia Dursley,Female,,"[('Oh', 'UH'), (""n't"", 'RB'), ('stupid', 'JJ'), (""'re"", 'VBP'), ('going', 'VBG'), ('state', 'NN'), ('school', 'NN'), ('belong', 'NN'), (""'re"", 'VBP'), ('gon', 'NN'), ('na', 'TO'), ('wearing', 'VBG'), (""'ve"", 'VBP'), ('finished', 'VBN'), ('dyeing', 'NN')]",[],[],[],"(S
  Oh/UH
  n't/RB
  stupid/JJ
  're/VBP
  going/VBG
  state/NN
  school/NN
  belong/NN
  're/VBP
  gon/NN
  na/TO
  wearing/VBG
  've/VBP
  finished/VBN
  dyeing/NN)"
60,3,8,1,But that's Dudley's old uniform. It'll fit me like bits of old Elephant skin.,"[""'s"", 'Dudley', ""'s"", 'old', 'uniform', ""'ll"", 'fit', 'like', 'bits', 'old', 'Elephant', 'skin']",Harry Potter,Male,Gryffindor,"[(""'s"", 'POS'), ('Dudley', 'NNP'), (""'s"", 'POS'), ('old', 'JJ'), ('uniform', 'JJ'), (""'ll"", 'MD'), ('fit', 'VB'), ('like', 'IN'), ('bits', 'NNS'), ('old', 'JJ'), ('Elephant', 'NNP'), ('skin', 'NN')]","[Tree('PERSON', [('Dudley', 'NNP')])]","[Tree('PERSON', [('Dudley', 'NNP')]), Tree('ORGANIZATION', [('Elephant', 'NNP')])]",[Dudley],"(S
  's/POS
  (PERSON Dudley/NNP)
  's/POS
  old/JJ
  uniform/JJ
  'll/MD
  fit/VB
  like/IN
  bits/NNS
  old/JJ
  (ORGANIZATION Elephant/NNP)
  skin/NN)"
61,3,8,32,It'll fit you well enough. Go get the post.  Go!,"[""'ll"", 'fit', 'well', 'enough', 'Go', 'get', 'post', 'Go']",Petunia Dursley,Female,,"[(""'ll"", 'MD'), ('fit', 'VB'), ('well', 'RB'), ('enough', 'RB'), ('Go', 'NNP'), ('get', 'VB'), ('post', 'RB'), ('Go', 'NNP')]",[],[],[],(S 'll/MD fit/VB well/RB enough/RB Go/NNP get/VB post/RB Go/NNP)
62,3,8,21,"Oh, Marge is ill! Ate a funny whelk.","['Oh', 'Marge', 'ill', 'Ate', 'funny', 'whelk']",Vernon Dursley,Male,,"[('Oh', 'UH'), ('Marge', 'NNP'), ('ill', 'JJ'), ('Ate', 'NNP'), ('funny', 'NN'), ('whelk', 'NN')]","[Tree('PERSON', [('Marge', 'NNP')])]","[Tree('PERSON', [('Marge', 'NNP')])]",[Marge],(S Oh/UH (PERSON Marge/NNP) ill/JJ Ate/NNP funny/NN whelk/NN)
